author_author_id,author_name,email
673,"Anderson, Peter",
674,"Anderson, Timothy",
675,"Andersson, Evelina",
676,"Andersson, Linda",
677,"Andersson, Mikael",
678,"Ando, Maya",
679,"Ando, Rie Kubota",
680,"Ando, Sachiko",
681,"Ando, Shinichi",
682,"Ando, Yuji",
683,"Andor, Daniel",
684,Andr&eacute,
685,"Andrade, Daniel",
686,"Andre, Elisabeth",
687,"Andreas, Jacob",
688,"Andreevskaia, Alina",
689,"Andreewsky, Alexandre",
690,"Andrei, Amanda",
691,"Andreka, H.",
692,"Andreoff, David",
693,"Andres, Frederic",
694,"Andrew, Adrienne",
695,"Andrew, Galen",
696,"Andrews, Nicholas",
697,"Andrews, Pierre",
698,"Andrewshtshenko, V.",
699,"Andreyev, Nicholas D.",
700,"Andreyev, Slava",
701,"Andrezen, V.",
702,"Androutsopoulos, Ion",
703,"Andrukovich, P. F.",
704,"Andry, Francois",
705,"Andrzejewski, David",
706,"Anechitei, Daniel",
707,"Ang, Jeremy",
708,"Angelard-Gontier, Nicolas",
709,"Angeli, Gabor",
710,"Angelov, Krasimir",
711,"Angelova, Galia",
712,"Angheluta, Roxana",
713,"Angluin, Dana",
714,"Angrosh, Mandya",
715,"Anh, Tuan Luu",
716,"Anick, Peter G.",
717,"Anikst, Mark T.",
718,"Anisimoff, Ilya",
719,"Anke, Luis Espinosa",
720,"Ann, Lawrence",
721,"Annesi, Paolo",
722,"Ansa, Olatz",
723,"Ansari, Daniel",
724,"Ansari, Sam",
725,"Anshen, Frank",
726,"Antani, Sameer K.",
727,"Antetomaso, Stephanie",
728,"Anthony, Stephen",
729,"Antieau, Lamont",
730,"Antohe, Daniel",
731,"Antoine, Jean-Yves",
732,"Antol, Stanislaw",
733,"Antoniadis, G.",
734,"Antonopoulos, V.",
735,"Antonova, Alexandra",
736,"Antoun, Christopher",
737,"Antunes, Sandra",
738,"Anzaroot, Sam",
739,"Aoe, Jun-Ichi",
740,"Aoki, Tatsuya",
741,"Aoki-Waibel, Naomi",
742,"Aone, Chinatsu",
743,"Aouladomar, Farida",
744,"Aparicio Gali, Fernando",
745,"Aparicio, Juan",
746,"Apel, Ulrich",
747,"Apers, Peter",
748,"Apidianaki, Marianna",
749,"Apollon, Daniel",
750,"Apostolova, Emilia",
751,"Appelbaum, Lee A.",
752,"Appell, Jens-E.",
753,"Appelo, Lisette",
754,"Appelt, Douglas E.",
755,"Aquing, P.",
756,Ara&Atilde,
757,"Arabsorkhi, Mohsen",
758,"Araki, Jun",
759,"Araki, Kenji",
760,"Araki, Masahiro",
761,"Araki, Tetsuo",
762,"Aramaki, Eiji",
763,"Arampatzis, Avi",
764,"Aranovich, Roberto",
765,"Aransa, Walid",
766,"Aranzabe, Mar&Atilde",
767,"Aranzabe, MarÃ­a JesÃºs",
768,"Aranzabe, Maxux J.",
769,"Arapakis, Ioannis",
770,"Arapov, M. V.",
771,"Arase, Yuki",
772,"Araujo, Lourdes",
773,"Araujo, MÃ¡rcio JosÃ©",
774,"Araya, Makoto",
775,"Arcan, Mihael",
776,"Archambeau, Cedric",
777,"Archer, Dawn",
778,"Archer, Vincent",
779,"Ardelan, Murat V.",
780,"Ardissono, Liliana",
781,"Areces, Carlos",
782,"Arefyev, Nikolay",
783,"Arehart, Mark",
784,"Arendt, Dustin",
785,"Arens, Robert",
786,"Arens, Roman G.",
787,"Arens, Yigal",
788,"Areta, Nerea",
789,"Aretoulaki, Maria",
790,"Arevalo, John",
791,"Arez, Pedro",
792,"Argamon, Shlomo",
793,"Argenton, Hans",
794,"Arguello, Jaime",
795,"Argueta, Arturo",
796,"Argueta, Carlos",
797,"Argyraki, Katerina",
798,"Arhar, &#x8A",
799,"Arifin, S. M. Niaz",
800,"Ariki, Yasuo",
801,"Arimoto, Yoshiko",
802,"Arioka, M.",
803,"Arisoy, Ebru",
804,"Arita, Hidekazu",
805,"Arita, Kazuho",
806,"Arita, Seigo",
807,"Arizmendi, Iker",
808,"Arka, I Wayan",
809,"Arkhangelskiy, Timofey",
810,"Armanasu, Alex",
811,"Armsby, Polly",
812,"Armstrong, Jackson",
813,"Armstrong, Susan",
814,"Arnaiz, Alfredo",
815,"Arnaud, Adam St",
816,"Arnaudov, Todor",
817,"Arnola, Harri",
818,"Arnold, Andrew",
819,"Arnold, Carolin",
820,"Arnold, Doug J.",
821,"Arnold, Sebastian",
822,"Arnoult, Sophie",
823,"Aronoff, Mark",
824,"Aronson, Alan R.",
825,"Aroonmanakun, Wirote",
826,"Arora, Ashima",
827,"Arora, Karunesh Kumar",
828,"Arora, Piyush",
829,"Arora, Raman",
830,"Arora, Shilpa",
831,"Arosio, Fabrizio",
832,"Arppe, Antti",
833,"Arranz, Victoria",
834,"Arregi, Olatz",
835,"Arregi, Xabier",
836,"Arregui, Miguel",
837,"Arriaga, Rosa",
838,"Arrieta, Bertol",
839,"Arriola, Jose Maria",
840,"Arrowood, Jon A.",
841,"Arsentyeva, N. G.",
842,"Arszman Lavanier, Sarah",
843,"Artale, Alessandro",
844,"Artemieff, Suzanne",
845,"Artetxe, Mikel",
846,"Arthur, Philip",
847,"Artigas, Nuria",
848,"Artiles, Javier",
849,"ArtiÃ¨res, Thierry",
850,"Artola, Xabier",
851,"Arts, Koen",
852,"Artstein, Ron",
853,"Artzi, Yoav",
854,"Aruga, Norikazu",
855,"Arumainayagam, Yogi",
856,"Arun, Abhishek",
857,"Arzt, Sebastian",
858,"Asa, Yasuhiro",
859,"Asada, Yoshiaki",
860,"Asadi, Ayman",
861,"Asadi, Kavosh",
862,"Asadullah, Munshi",
863,"Asahara, Masayuki",
864,"Asai, Ryota",
865,"Asakura, Takeshi",
866,"Asami, Taichi",
867,"Asano, Hisako",
868,"Asgari, Ehsaneddin",
869,"Asghari, Habibollah",
870,"Asher, Nicholas",
871,"Ashley, Kevin D.",
872,"Ashok, B.",
873,"Ashok, Vikas",
874,"Ashton, Neil",
875,"Ashwell, Peter",
876,"Asker, Lars",
877,"Asoh, Hideki",
878,"Asooja, Kartik",
879,"Asr, Fatemeh Torabi",
880,"Assadi, Houssem",
881,"Assaf, Dan",
882,"Assefa, Beakal Gizachew",
883,"Assylbekov, Zhenisbek",
884,"Astigarraga, Aitzol",
885,"Astley, Philip",
886,"Asudeh, Ash",
887,"Aswani, Niraj",
888,"Atallah, Mikhail J.",
889,"Athanasopoulou, Georgia",
890,"Athar, Awais",
891,"Athitsos, Vassilis",
892,"Athiwaratkun, Ben",
893,"Atiya, Amir",
894,"Atkins, B. T. S.",
895,"Atkinson, Martin",
896,"Atlam, El-Sayed",
897,"Atserias, Jordi",
898,"Attamimi, Muhammad",
899,"Attardi, Giuseppe",
900,"Atterer, Michaela",
901,"Attia, Mohammed",
902,"Attik, Mohammed",
903,"Attokurov, Ulukbek",
904,"Atutxa, Aitziber",
905,"Atwell, Eric Steven",
906,"Aubakirova, Malika",
907,Auberg&eacute,
908,"Aubin, Sophie",
909,"Audhkhasi, Kartik",
910,"Audibert, Laurent",
911,"Audibert, Nicolas",
912,"Aue, Anthony",
913,"Auer, John",
914,"Aufaure, Marie-Aude",
915,"Aufrant, Lauriane",
916,"Augenstein, Isabelle",
917,"August, Stephanie E.",
918,"Augustine, Eriq",
919,"Auli, Michael",
920,"Aull, Laura",
921,"Aussenac-Gilles, Nathalie",
922,"Austerweil, Joseph",
923,"Austin, Steve",
924,"Avalos, Santiago",
925,"Avanzi, Mathieu",
926,"AvanÃ§o, Lucas",
927,"Avery, Cordelia",
928,"Avgustinova, Tania",
929,"Avraham, Oded",
930,"Avram, Dana",
931,"Avramidis, Eleftherios",
932,"Aw, Ai Ti",
933,"Aw, Aiti",
934,"Awadallah, Ahmed Hassan",
935,"Awekar, Amit",
936,"Axelrod, Amittai",
937,"Axelrod, Scott",
938,Ay&scedil,
939,"Ayache, Christelle",
940,"Ayan, Necip Fazil",
941,"Aylett, Ruth",
942,"Ayo, Jonathan P.",
943,"Ayuso, Damaris M.",
944,"Azab, Mahmoud",
945,"Azaoui, Brahim",
946,"Azeredo, Susana",
947,"Azim, Roussanaly",
948,"Aziz, Mohd Juzaiddin Ab",
949,"Aziz, Wilker",
950,"Azizoglu, Heval",
951,"Azmi Murad, Masrah Azrifah",
952,"Azpeitia, Andoni",
953,"Azuma, Ai",
954,"Azuma, Makiko",
955,"Azzam, Saliha",
956,"Azzopardi, Leif",
957,B&#xE4,
958,B&Atilde,
959,B&eacute,
960,B&ouml,
961,B&uuml,
962,"B. Hashemi, Homa",
963,"B. Norton, Thomas",
964,Ba&#x144,
965,Ba&scaron,
966,"Ba, Ousmane",
967,"Baart, Joan L. G.",
968,"Baayen, R. Harald",
969,"Baba, Yukino",
970,"Babaeian Jelodar, Ahmad",
971,"Babani, James",
972,"Babbar, Uday",
973,"Babes-Vroman, Monica",
974,"Babkin, Petr",
975,"Babko-Malaya, Olga",
976,"Babych, Bogdan",
977,"Bacalu, Ciprian",
978,"Bacchiani, Michiel",
979,"Bach, Francis",
980,"Bach, Nguyen",
