book_id,title,feedback,total_friend_reviews,avg_friend_rating,mike_rating
222122,The Haunted House (Choose Your Own Adventure - Dragonlarks),4.9,7,4.9,3.9
237243,"George Washington and the General's Dog (Step-Into-Reading, Step 3)",4.5,7,4.6,4.2
239072,Open the Barn Door (A Chunky Book(R)),4.1,13,4.3,4.5
241558,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo,3.8,4,4.1,3.3
266448,Quack! Quack!: These Baby Animals Can't Want to Meet You (Baby Touch an),4.4,9,4.6,4.5
271093,Piggie Pie!,4.9,6,5.0,4.1
273714,The Cat Who Sniffed Glue,4.0,7,3.9,2.8
277943,CHRISTMAS IN THE MANGER,4.3,8,4.4,3.8
279897,"City Dog, Country Frog",4.5,5,4.1,3.8
284179,"I Love You, Grandma",4.3,3,4.4,3.6
290527,Clifford's Christmas,4.7,7,3.1,3.1
296187,Pajama Time! (Boynton on Board),4.6,6,4.7,3.4
303025,"National Geographic Kids Everything Sharks: All the shark facts, photos",4.0,9,2.4,3.0
303112,Pete the Cat and the Missing Cupcakes,4.5,12,4.8,4.9
323058,The Grinny Granny Donkey,4.7,14,4.8,5.0
326598,Just So Thankful (Little Critter),4.4,3,4.3,4.2
333590,A Dog's Promise (A Dog's Purpose),4.0,4,2.9,2.7
338129,Evie Scruffypup's Big Surprise (Magic Animal Friends #10),4.8,13,5.0,4.3
346804,Pests: How Humans Create Animal Villains,4.1,4,3.9,3.7
359689,Warriors: Battles of the Clans (Warriors Field Guide),4.2,4,4.9,4.2
360031,Bedtime Bear (Touch and Feel Books),4.6,5,4.6,4.2
385193,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal),4.8,6,4.9,3.5
390700,Pete the Cat I Love My White Shoes,4.8,10,4.8,4.2
2305,Stablemates: Stormy,4.2,8,4.2,3.9
3473,African Critters,4.8,8,5.0,4.6
9614,There Was an Old Lady Who Swallowed a Fly!,4.4,7,4.3,4.3
16897,Spring Stinks (Mother Bruce Series),4.4,2,2.4,2.9
19414,Creepy Creatures: A Graphic Novel (Goosebumps Graphix #1): Volume 1,4.3,9,4.0,4.1
28797,The Story of Babar: The Little Elephant,4.8,8,4.8,4.4
32464,The Wonderful World of Elephant and Piggie 10 Bks Box Set by Mo Willems - 4+ -PB,3.8,5,2.4,3.1
32755,The Berenstain Bears and the Trouble at School,4.2,10,4.5,4.3
38163,Corduroy's Halloween (A Lift-the-Flap Book),4.8,11,4.9,4.6
39947,Arthur Decks the Hall (Nifty Lift-and-Look),4.6,14,4.7,4.5
42606,"Max (Maximum Ride, Book 5)",4.9,11,5.0,4.7
56659,The Happy Man and His Dump Truck (Little Golden Book),4.7,8,5.0,4.6
58736,Warriors: Power of Three #5: Long Shadows,4.3,5,4.5,4.0
60828,Sharks (Usborne Lift-the-Flap Learners),4.7,10,4.6,4.5
63509,WHAT IF YOU HAD ANIMAL TEETH?,4.7,15,4.8,5.0
64245,"Leroy Ninker Saddles Up: Tales from Deckawoo Drive, Volume One",4.1,9,4.1,4.0
64728,Funny Farm Animals - Silicone Touch and Feel Board Book - Sensory Boa,4.3,7,4.5,3.7
67647,Hokey Pokey Elmo (Sesame Street) (Big Bird's Favorites Board Books),4.2,6,4.4,4.2
74888,The Mitten,4.8,11,5.0,4.1
78748,Guess How Much I Love You,4.9,15,5.0,4.5
81581,Put Me in the Zoo (I can read it all by myself' Beginner Books) - ACCEPTABLE,4.9,9,5.0,4.7
87705,Random Lot of 10 Level 3 Step Into Reading | I Can Read | Learn To Read FOR BOYS,4.1,7,4.3,4.0
89201,Pop-up Peekaboo: Woof! Woof!,4.6,9,4.6,3.8
89575,Paddington and the Christmas Surprise,4.9,11,2.4,3.5
90857,CatStronauts: Race to Mars,4.3,4,4.2,3.4
95946,The Horsewoman,4.7,9,2.6,3.3
96426,Baby Touch and Feel: Animals,4.1,3,5.0,4.2
100730,Grandma Wishes: Children's Board Book (Love You Always),4.5,10,4.6,4.6
106766,Scaredy Squirrel Prepares for Christmas: A Safety Guide for Scaredies,4.5,10,4.5,4.3
114977,"The Art of Animal Drawing: Construction, Action Analysis, Caricature (Dov)",4.4,5,4.6,3.7
115662,What If You Had An Animal Tail? - 1338208780,4.6,8,4.6,3.7
118140,Papp Animal Talent Show Sticker Book ~ Over 150 Stickers! ~ Beaver Books ~ New!,4.4,1,4.3,4.1
122569,Horse Diaries #1: Elska - 9780375847325,4.7,8,4.9,4.6
126041,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at,4.6,15,4.9,4.5
126475,Redwall: 30th Anniversary Edition - Mass Market,3.7,13,4.0,4.2
127199,SAFARI: A PHOTICULAR BOOK,4.4,6,4.7,4.0
131326,PAW Patrol: The Movie: Big City Adventures (PAW Patrol) (Pictureback(R)),4.7,11,4.8,4.4
132827,3 BEAUTIFUL STRESS RELIEF ADULT COLORING BOOKS U CHOOSE 1 OR ALL B-034,4.7,11,4.8,4.7
135481,A Bear Called Paddington,4.7,10,4.7,4.1
146788,Who Would Win? Alligator vs. Python,4.7,13,5.0,4.6
150523,Monarch Butterfly,4.3,5,4.3,3.8
156788,Pete the Cat and the Bedtime Blues,4.7,6,5.0,4.1
158054,The Life and Times of the Honeybee,4.4,9,4.6,4.5
159255,Mister Seahorse,4.6,10,4.8,5.0
160410,"The Cat Who Saw Red - Lilian Jackson Braun, 9780515090161",4.6,9,4.7,4.0
162134,"The Backyard Bug Book for Kids: Storybook, Insect Facts, and Activities",4.7,11,4.9,3.9
166308,"NEW LISTINGCesar's Way: The Natural, Everyday Guide to- 0307337332, Cesar Millan",4.3,4,4.6,3.0
173066,"Llama Llama Jingle Bells - board book, 0451469801, Anna Dewdney, new",4.5,10,4.6,4.2
173988, Trained by a Hound Dog by Ed Vance,4.3,11,4.6,4.0
177223,The Berenstain Bears and Too Much Birthday,4.9,10,4.9,4.7
178166,"Baby Touch and Feel: Farm Friends - 9781465416728, DK, board book",4.9,10,5.0,4.7
183554,The Trumpet of the Swan,4.1,8,4.2,3.2
189345,The Cat Who Had 60 Whiskers,4.0,10,4.5,3.3
196812,Animal Crossing New Horizons Residents' Handbook,4.1,6,4.1,3.8
198332,The Story of Babar: The Little Elephant,3.6,1,4.0,3.2
200791,Collie with a Card (Animal Ark Holiday Treasury #6-Valentine's Day) (Anim,4.7,13,3.5,4.0
204032,Are You My Mother ?,3.6,6,3.4,2.5
204378,The New Friend (Hey Jack!),4.1,5,4.1,3.8
204527,"Fishing for Catfish: The Complete Guide for Catching Big Channels, Blues",4.5,9,4.5,4.7
205464,The Call of the Wild (Classic Starts),4.2,1,2.2,2.7
205537,National Geographic Kids Chapters: Horse Escape Artist: And More True Sto,4.3,2,4.1,3.2
211791,Angry Birds Playground: Atlas: A Global Geography- 1426314000,3.7,8,3.7,3.5
212397,Comet's Nine Lives,4.7,14,4.9,4.2
220975,New Adventures Story Box (Peppa Pig),4.4,4,4.7,4.3
222054,What Do People Do All Day?,4.2,6,3.9,3.7
222666,The Berenstain Bears and the Big Blooper,4.9,8,4.3,3.5
225795,"Hero by Morey, Walt",4.2,1,3.5,3.0
228234,20 LBS of Childrens Baby Toddler Daycare Board Books Chunky Books RANDOM,4.9,9,5.0,4.7
228965,Mighty Pup Power! (PAW Patrol) (Little Golden Book),4.1,6,3.6,3.3
229324,Animal Farm and Related Readings,4.0,13,4.2,4.0
229421,Corduroy,4.8,7,5.0,3.9
231399,Kermit the Hermit,4.2,1,4.3,3.7
232627,Pastured Poultry Profits,4.6,11,4.6,4.2
244715,Baby Einstein: First Words,4.7,7,4.4,3.2
246434,"Good Night, Good Night: The Original Longer Version Of The Going To Bed Boo",4.7,9,4.7,4.2
247734,"1984, Animal Farm (Set of 2 Books) by George, Orwell",4.3,8,4.5,4.4
248520,National Geographic Little Kids First Big Book of the Ocean (National Geo),4.5,9,4.7,4.1
251584,Chadwick the Crab,4.6,7,5.0,5.0
254970,War Animals: The Unsung Heroes of World War II,3.7,10,4.0,3.9
255862,Animal Crossing: New Leaf: Prima Official Game Guide (Prima Official Game),4.5,10,4.6,4.4
256525,The Berenstain Bears Get the Gimmies,4.7,11,4.9,4.5
259425,Shiloh (The Shiloh Quartet),4.8,12,4.9,4.7
260890,The Black Stallion Challenged,4.7,13,4.8,4.6
266097,Pests: How Humans Create Animal Villains,4.5,6,4.7,4.0
277610,"Smile, Pout-Pout Fish (A Pout-Pout Fish Mini Adventure)",4.7,9,4.9,4.7
277685,"Baby Beluga; Raffi Songs to Read - 9780517709771, board book, Raffi",4.3,1,3.4,2.8
279975,Chicken Soup for the Soul: Loving Our Dogs: Heartwarming and Humoro - ACCEPTABLE,4.9,13,5.0,4.4
284558,How To Be A Good Creature: A Memoir in Thirteen Animals,4.7,8,4.8,3.9
286254,Angry Birds Playground: Atlas: A Global Geography- 1426314000,4.4,7,4.7,4.9
288357,Silly Lullaby (Boynton on Board (Sandra Boynton Board Books)),4.4,7,4.1,4.1
292794,The Berenstain Bears and the Homework Hassle,4.5,7,4.9,4.3
293059,The Greatest Shepherd of All: A Really Woolly Christmas Story,4.6,7,4.5,3.7
299123,The Velveteen Rabbit Mini Kit: Plush Toy and Illustrated Book (RP Minis) by in,4.7,10,4.9,4.8
309269,"NEW LISTINGBlue Animals by Leaf, Christina",4.9,9,5.0,4.5
312440,Winnie the Pooh's Bedtime Stories,4.3,4,4.0,3.7
313105,Just So Thankful (Little Critter),4.3,7,4.2,3.5
314029,1984 & Animal Farm Set by George Orwell - NEW,4.2,8,4.3,4.0
315493,The Berenstain Bears Around the World (I Can Read Level 1),4.2,6,3.3,3.2
320475,Eva's Campfire Adventure: A Branches Book [Owl Diaries #12],4.5,7,4.6,3.8
321069,Richard Scarry's Please and Thank You Book (Pictureback(R)),4.3,6,4.3,4.1
331309,Elmo Loves Puppies (Sesame Street) (Sesame Street Board Books),4.3,7,4.3,3.3
332393,Thunder on the Plains The Story of the American Buffalo,4.3,8,4.5,4.3
338252,"Easy Coloring Books for Senior: Flowers and Animals Coloring Book Easy, Fun",4.3,7,4.8,4.4
339008,Bunnies' ABC (Little Golden Book),4.1,3,3.8,3.0
346370,Pete the Cat: Trick or Pete,4.9,9,5.0,4.2
346986,Reptiles and Amphibians of New Zealand (2019),4.2,7,4.4,3.8
347895,The Cat Who Sniffed Glue,4.5,8,4.5,4.2
353158,Cats Gone Bad,4.5,7,4.7,4.1
355196,Bill and Pete,4.5,9,4.5,4.4
357186,Lights Out,4.8,6,4.8,4.9
361770,1984 & Animal Farm (2In1) by George Orwell,4.3,4,4.3,3.5
365176,"Hippie Animals Coloring Book by McArdle, Thaneeya",4.0,2,4.5,2.8
368789,The Secret Zoo: Secrets and Shadows,4.5,5,4.4,4.2
371753,Baby Shark! (Little Golden Book),4.0,6,4.5,4.5
372409,Warriors: The New Prophecy #3: Dawn,4.1,5,3.8,3.7
373339,"Colton K-9 Target (The Coltons of Grave Gulch, 8) - Mass Market",4.9,10,5.0,4.2
381166,Biscuit and the Little Llamas (My First I Can Read),4.6,15,4.7,4.7
383499,The Perfect Horse: The Daring U.S. Mission to Rescue the Priceless Stalli,4.2,10,4.3,3.6
384304,Crictor,4.8,8,4.9,4.7
389911,The Hidden World of the Fox,4.1,9,4.4,3.5
391987,Scaredy Squirrel Prepares for Christmas: A Safety Guide for Scaredies,4.7,9,4.4,4.1
398411,NEW LISTINGThe Case of the Scaredy Cats; An I C,4.4,6,4.3,3.5
399280,"The Capture (Guardians of Ga'hoole, Book 1)",4.7,11,4.5,4.5
401661,National Geographic Kids Chapters: Lucky Leopards: And More True Stories,4.7,8,5.0,4.3
724,"The Moral Animal: Why We Are, the Way We Are: The New Science of Ev - ACCEPTABLE",4.6,7,4.7,4.3
889,Baby Touch and Feel: Baby Dinosaur (Baby Touch & Feel),4.3,10,4.5,4.2
3935,"Share Some Kindness, Bring Some Light",4.1,8,2.7,2.9
4029,1001 Things to Spot on the Farm (Usborne 1001 Things to Spot),4.5,11,4.7,4.7
6174,NEW LISTINGMiss Bindergarten Gets Ready for Kinderg,3.7,5,3.9,3.4
6837,"The Eighty-Dollar Champion: Snowman, The Horse That Inspired a Nation",4.4,5,4.2,3.4
8892,Clark the Shark: Lost and Found (I Can Read Level 1),4.5,11,4.6,5.0
13599,My First Peek-a-Boo Animals (The World of Eric Carle),4.5,8,2.8,3.6
14351,"Hope Rising by Meeder, Kim",4.4,9,4.5,4.1
15549,"Into the Wild (Warriors, Book 1)",4.5,7,4.6,4.7
16991,Drawing: Animals in Colored Pencil: Learn to draw with colored pencil step by st,4.0,7,4.1,4.4
20332,Goodnight Moon,4.5,5,4.4,3.8
21980,"Leroy Ninker Saddles Up: Tales from Deckawoo Drive, Volume One",4.4,6,4.4,4.1
23951,The Cat Who Went Bananas,4.6,9,4.7,3.9
24613,The Three Snow Bears,4.5,13,4.5,4.4
26128,Grandma Loves Me! (Marianne Richmond),4.5,8,4.7,4.1
28305,The Animals Bedtime Storybook,4.3,8,4.3,4.0
31190,Adult Coloring Book: Stress Relieving Animal Designs,4.4,2,4.1,3.7
38528,"Does a Kangaroo Have a Mother, Too?",4.9,11,5.0,4.9
46227,"Hello, World! Reptiles , board_book , McDonald, Jill",4.9,7,5.0,4.5
47349,"Bad Dog, Marley!",4.8,7,4.4,3.7
47736,The Pout-Pout Fish,4.5,7,4.4,3.7
48757,Carl's Masquerade,4.4,7,4.4,3.8
50963,Tree in the Trail,4.0,10,3.9,3.7
51640,The Bad Guys in Open Wide and Say Arrrgh (The Bad Guys 15),4.6,10,2.4,3.9
52932,The Genius of Birds,4.2,9,2.7,2.9
54926,Touching Spirit Bear,3.9,5,3.0,3.0
56936,"My First Animals; My First Board Books - 9781465429018, DK, board book",4.5,11,4.8,4.8
59269,I Am Pusheen the Cat,4.9,12,2.9,3.8
61570,Thereby Hangs a Tail: A Chet and Bernie Mystery (The Chet and Bernie Myst),4.0,8,4.0,3.9
65031,"The Hummingbird Book: The Complete Guide to Attracting, Identifying - ACCEPTABLE",4.5,7,5.0,4.2
67906,Baby's Book of Animals - 9781564582782,4.5,12,2.3,3.6
70401,There Was an Old Lady Who Swallowed a Bell!,4.5,11,4.7,4.3
73214,Never Touch a Shark,4.7,12,4.8,4.9
75461,Chadwick the Crab,4.2,6,4.3,3.2
77101,Trouble with Trolls,4.3,4,4.1,3.5
77461,Mad Dog (Starlight Animal Rescue) - Mass Market,4.6,6,4.5,4.2
77722,"Mammals: A Fully Illustrated, Authoritative and Easy-to-Use Guide (A Gold)",4.2,6,4.4,4.1
77803,The New Yorker Book of All-New Cat Cartoons (New Yorker Series),4.1,6,4.1,4.3
80925,Bear Wants More (The Bear Books),4.5,12,3.2,3.7
81077,Clifford's Halloween,4.3,9,2.1,3.8
82903,THE BERENSTAIN BEARS TRICK OR TR,4.4,8,4.4,3.8
83670,Stellaluna,4.8,9,3.0,4.3
86759,Eva's Treetop Festival: A Branches Book (Owl Diaries #1),4.6,10,4.6,4.7
90022,NEW LISTINGThe Velveteen Rabbit : The Classic Children's Book by Margery Williams (1958),4.3,8,3.8,3.4
92138,A Wolf Called Wander,4.5,9,4.4,4.3
94293,"Rumor Has It; An Animal Magnetism Novel - Jill Shalvis, 9780425255827",4.0,5,4.2,3.6
94991,"Sad Animal Facts by Barker, Brooke",3.8,2,2.4,2.9
96261,PIG THE PUG SIX Book BOXED SET Aaron Blabey Winner Star Elf Fibber NEW SEALED,4.4,10,4.5,4.1
105162,"Animal Kingdom: Color Me, Draw Me (A Millie Marotta Adult Co)",4.6,13,4.8,4.5
106078,"Noisy Animals: My First Touch and Feel Sound Book by Walden, Libby",4.7,12,4.7,5.0
108421,Ten Little Dinosaurs,4.8,8,4.8,4.3
109716,Eloise and Friends,4.8,8,4.9,4.7
110546,"I Love You, Little Pookie",4.7,11,2.1,3.4
112125,Thanksgiving Cats (Read with Me Cartwheel Books (Scholastic),4.3,4,4.8,4.6
117480,"Rabbits, Squirrels and Chipmunks: Take-Along Guide (Take Along Guides)",4.2,9,4.5,3.8
117768,That's Not My Pony (Usborne Touchy-Feely Books),4.3,10,4.5,3.9
118874,"Baby Goat: Finger Puppet Book: (Best Baby Book for Newborns, Board Book with)",4.4,7,2.1,3.7
132465,A Ball for Daisy (Caldecott Medal - Winner Title(s)),4.5,9,4.8,4.1
133113,The Three Little Pigs (Disney Classic) (Little Golden Book),4.0,3,3.9,4.0
136353,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at,4.8,11,3.4,4.4
136492,Babies in the Forest: Lift-a-Flap Children's Board Book (Babies Love),4.2,6,4.3,3.7
136693,Spot's Peekaboo,4.3,9,4.3,3.3
137053,I Lost My Tooth! (Unlimited Squirrels),4.5,9,4.6,4.2
137563,Eating Animals,4.4,9,4.7,4.3
139533,The Self-Sufficient Backyard,4.7,8,5.0,4.9
139760,Adult Coloring Book: Stress Relieving Animal Designs,3.9,10,4.6,4.7
140401,Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,4.3,4,4.7,3.6
145412,Animal Farm by George Orwell,4.8,5,4.5,4.4
146865,"Wildlife Fact File, Complete Series In 3 Three Inch Binders",4.1,5,4.1,3.9
148956,Bear Snores On (The Bear Books),4.3,10,4.4,4.6
151199,Just So Stories (Puffin Classics),4.5,7,4.4,4.2
154760,The Umbrella,4.5,5,5.0,3.4
155694,Duck on a Bike,4.4,5,4.6,3.9
156127,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,4.6,15,4.1,4.0
156652,NEW LISTINGWarriors Power of Three Complete Series 6 Book Lot ~ Erin Hunter,4.5,7,4.7,4.1
159566,Henry And Mudge First Book,4.0,4,4.2,3.9
159906,Tacky the Penguin,4.1,7,3.5,3.6
160218,1984 & Animal Farm (Set of 2 Books) by George Orwell -NEW,4.5,15,4.6,5.0
161763,The Cute Book,4.3,9,4.5,4.3
161880,Doodled Cats: Dozens of clever doodling exercises ideas for cat pe,4.7,8,4.6,3.7
163474,"Linger (Wolves of Mercy Falls, Book 2)",4.2,15,3.1,2.9
163943,Shark in the Park (Usborne Phonics Readers),4.7,7,4.3,4.1
165186,"Homer's Odyssey: A Fearless Feline Tale, or How I Learned about Love and",4.5,7,3.8,3.7
167972,Pete the Cat: Five Little Ducks,4.9,10,5.0,4.2
170090,There Was an Old Lady Who Swallowed a Fly!,4.4,12,4.7,3.8
172426,"Animal Groups: How Animals Live Toget- 9781553373377, Etta Kaner",4.7,10,4.2,3.9
172625,Llama Llama Red Pajama,4.3,4,4.6,3.7
172989,A Dog's Promise (A Dog's Purpose),3.7,8,3.8,3.8
178534,Baby Touch and Feel: Wild Animals (Baby Touch & Feel),4.4,6,4.3,4.0
179012,Chicken Sunday - 9780698116153,4.2,2,3.3,3.8
180505,Farm Animals Coloring Book for Kids Beautiful +40 Pages Contain Simple and Some,4.3,4,4.2,3.3
180994,Franklin's Blanket,3.8,4,3.9,3.7
183255,CatStronauts: Mission Moon,4.7,13,2.5,3.8
188463,Tuck in the Pool,4.9,13,5.0,5.0
191424,My Big Book of Beginner Books About Me (Beginner Books(R)),5.0,9,5.0,4.4
192706,Random Lot of 10 Level 1 Step Into Reading | I Can Read | Learn To Read FOR BOYS,4.5,10,3.2,4.2
192923,"Put Me In the Zoo; Bright & Early Board Boo- 9780375812156, Lopshire, board book",4.3,5,4.5,4.0
195874,Teenage Mutant Ninja Turtles (Nickelodeon) Look and FindÂ® (Nickelodeon L,4.8,12,4.9,4.4
200617,Everything You Need to Ace Science in One Big Fat Notebook: The Complete,4.4,7,4.2,3.9
201336,"Macca the Alpaca by Cosgrove, Matt",4.6,11,4.7,4.4
202334,Where's the Dog?,4.4,9,4.6,4.4
206857,The Rainbow Fish,4.2,6,4.8,3.5
207504,The Berenstain Bears and the Big Blooper,4.5,10,4.6,4.3
208003,Animalia,4.7,9,4.9,4.6
209791,The Berenstain Bears Get the Gimmies,4.4,1,4.3,3.6
210076,Baby Touch and Feel: Bible Animals (Baby Touch & Feel),4.6,5,4.4,4.5
213324,Bayou Ballet,4.7,10,4.7,4.7
213519,"Sandra Polley's Knitted Toys: Animals, Dolls and Teddies for All Ages",4.5,11,3.8,4.1
213672,"National Geographic Kids Ocean Animals Sticker Activity Book: Over 1,000",4.7,11,2.8,3.8
214412,Janey Crane (Let's Read Together),4.6,10,4.7,4.5
218830,The Kitten Who Thought He Was a Mouse (Little Golden Book),4.4,9,4.5,4.3
219388,Tog the Dog,4.9,10,5.0,3.9
219663,NEW LISTINGAnimal Mouths,3.9,6,4.1,3.5
219966,3 Billy Goats Gruff,4.2,2,4.3,2.9
220362,My Big Animal Book (My Big Board Books),4.6,15,4.7,5.0
221242,Cinders: A Chicken Cinderella,4.9,12,5.0,4.7
222472,CatStronauts: Race to Mars,4.4,4,4.0,3.5
222909,Baby Orca: Finger Puppet Book,4.5,14,3.9,4.7
223903,Grandma Wishes: Children's Board Book (Love You Always),4.1,5,4.3,3.9
224997,Tickle Time!: A Boynton on Board Board Book,4.7,5,5.0,3.8
227590,Nugly,4.7,5,4.9,4.1
228388,Animal Families WOLVES,4.7,12,3.8,4.1
228867,Bunnies in the Bathroom (Animal Ark Series),4.5,10,4.6,3.6
229458,A Library Book for Bear (Bear and Mouse),4.7,12,4.8,4.3
230523,First Animal Encyclopedia,4.5,5,4.1,3.7
231491,Believe: A Horseman's Journey,4.5,8,4.6,4.1
237688,How to Draw Zoo Animals: Step-by-step instructions for 20 wild creatures .. NEW,4.5,8,3.3,3.1
237725,Winnie-The-Pooh Ser.: Now We Are Six & When We Were Very Young Classic Gift,4.5,6,4.7,4.5
239724,Seekers #3: Smoke Mountain,4.2,7,4.4,3.9
240825,If You Give a Pig a Pancake - Staple Bound,4.2,7,4.0,3.8
241277,Mammal (Eyewitness Books),3.9,7,3.9,3.7
243802,My First Counting Book,4.1,7,4.0,3.4
245670,"Hello, Crabby!: An Acorn Book (A Crabby Book #1)",4.5,9,4.6,4.4
250777,Horton Hears a Who!,4.5,5,4.5,3.8
251975,"Dogtripping: 25 Rescues, 11 Volunteers, and 3 RVs on Our Canine Cross-Cou",3.9,4,2.1,2.3
253053,The Fat Cat Sat on the Mat (I Can Read Level 1),4.1,9,4.3,4.2
254842,Dora and the Unicorn King (Ready-To-Read Dora the Explorer - Level 1),4.2,11,4.3,4.7
256264,Bedtime Bear (Touch and Feel Books),4.2,8,4.0,4.1
256490,Shelby's Story: A Puppy Tale,4.1,11,4.3,4.5
261695,The Call of the Wild (Classic Starts),4.2,7,4.5,3.7
263830,Baby Bear Sees Blue,4.3,12,4.4,3.6
263851,The Berenstain Bears Get the Gimmies,4.7,5,3.4,4.2
266067,NEW LISTINGDoves; A Complete Pet Owner's Manual - 0812018559,4.0,7,2.3,3.8
268898,NEW LISTINGKaakuluk: Bearded Seals!,4.5,8,4.2,4.6
272292,The Wildwood Bakery: A Branches Book (Owl Diaries #7),3.7,8,3.7,3.4
278101,Animal Dreams,4.4,7,2.8,2.9
281427,Black Beauty (Children's Classics),4.8,9,4.8,4.0
283417,Pete the Kitty and the Unicorn's Missing Colors (My First I Can Read),3.6,10,3.9,3.0
284525,Animal Friends (Little Golden Book),4.4,7,3.6,3.6
287878,Corduroy's Christmas - School & Library Binding,4.7,9,3.6,4.6
289612,Eyelike Stickers: Kittens,4.7,6,4.4,4.0
290754,ERES MI MAMA? [BRIGHT & EARLY BO,3.9,5,4.1,3.7
294401,Pete the Cat and the Perfect Pizza Party,4.5,6,2.7,3.8
301142,The Berenstain Bears' New Baby,4.4,4,4.5,3.7
303769,"The Velveteen Rabbit, or, How Toys Become Real - Williams, 0517618133",4.0,7,4.0,4.5
304925,FROM HEAD TO TOE BOARD BOOK,4.1,7,4.4,4.7
306620,Five Silly Turkeys,4.3,9,4.4,4.0
311744,Who Would Win? Alligator vs. Python,4.6,10,4.6,4.1
312462,Fancy Nancy and the Posh Puppy,4.5,12,4.7,4.8
314955,Flora and Ulysses: The Illuminated Adventures,4.0,10,4.2,3.8
323510,"NEW LISTINGThe Kingfisher Animal Encyclopedia; Kingfis- David Burnie, 0753465809",3.7,8,4.0,3.2
323838,Animal Farm,4.5,10,4.3,4.7
325946,The Berenstain Bears' Dinosaur Dig,4.5,10,2.6,4.0
327391,Knight Owl,4.8,10,4.9,4.6
327640,I'm the Biggest Thing in the Ocean!,3.8,4,4.1,2.9
328054,We're Going on a Bear Hunt (Classic Board Books),4.1,14,4.2,3.8
330285,Bathtime for Biscuit (My First I Can Read),4.7,11,4.9,4.6
333400,"Wild Cats!; Wild Kratts; Step into Reading - 1101939141, Chris Kratt",4.7,6,4.8,4.0
334083,"Rainforest Escape: My Island Animal, Exotic Flower and Tropical Plant Col",4.9,12,5.0,4.6
340032,1984 & Animal Farm (Set of 2 Books) by George Orwell -NEW,3.8,11,3.9,4.2
340153,"The Eye Book - 0375800336, Theo LeSieg",4.6,5,3.5,3.9
340232,Charmed Book Of Shadows With ORIGINAL PAGES In English - BIG Size Halloween,4.5,7,2.9,4.0
344867,Kappa FLOWERS To Color DESIGNER SERIES Adult Coloring Book,4.8,11,4.9,4.2
