shop_name,item_num,join_time,shop_id
0-d5Qh4BjZr_T,7253,Apr-05,65
0-H2vRoi6,1457,Dec-10,66
0-HXyS oZ9hjp8tk,1377,Oct-01,67
0-iXYb4txQT j,206,May-06,68
0-j5iqZSnsjz,1836,May-03,69
0-Kltwa,4644,Aug-14,70
0-M1u9t,4975,Mar-03,71
0-NhJ8ytB,9781,Dec-16,72
0-o_Y6GJv,6649,Jul-14,73
0-PPsw4Ch,5800,Jun-21,74
0-QBaFEj7nHCNSIv,2915,Aug-20,75
0-rgTGhizN,4614,Sep-11,76
0-RhJCiOmpL18IiffQ,2327,Jan-08,77
0-sYsOdKikR,3283,May-15,78
0-tBP-ronlrxN9,9164,Mar-22,79
0-VQ5oGlJh,4008,Jul-10,80
0-w4EylThuAU,3737,Jan-10,81
0-yIWb8,5122,Dec-19,82
0-zhnxa4d3o8h7Lqt5,4008,Sep-22,83
0-ZoSlPMJ,409,Apr-20,84
0-ZqHkVGT4sDVHs,4314,May-16,85
0-ZWCkE8K,979,Nov-08,86
00 0E3DRe70,5048,Apr-07,87
00 NMJsBP,2609,Apr-23,88
00 nyM5,6380,Dec-08,89
00-73o Z4o,269,Oct-21,90
005wp8ykIVY3oqPQ,8630,Jan-07,91
006u_cLrHy,2745,Mar-12,92
00bEEzoEl8,8014,Oct-21,93
00Bko4C9,5265,Jun-03,94
00d7FbIC,9411,May-14,95
00eXchIkOp8R2KLz,4928,Nov-04,96
00GzSeZtXCFdRd,550,May-05,97
00HTkWdVf_L,6764,Feb-22,98
00IBF5HL7-t,7112,Nov-16,99
00IRAFdiWd5ehD,7026,Jun-23,100
00jSvvvP03szx9K62,5613,Feb-23,101
00jzqzCtecfAt,1152,Mar-20,102
00Kf2589Jn4jiyR,3438,Jul-18,103
00kNZSI8yfQ8Y,2519,Apr-00,104
00kY3z2CzOgO_ECz2Y,3892,Jun-10,105
00m6uj7W9sVN,3873,Nov-17,106
00nw9F,243,Jun-10,107
00oCDyD,8615,Jul-20,108
00ovW96vR,2214,Apr-04,109
00ozdfEDq,6017,Jan-17,110
00pO- hDtJfo2t3W,2561,Apr-19,111
00PpYCAEPiq,5525,Jul-17,112
00QjDrcNkUI,36,Mar-13,113
00r_LdG9u0H3O6,6939,Jun-05,114
00RMr4BnhZiNSSEB,6450,Dec-11,115
00RVN5_Yhy17fH_wY,7361,Dec-19,116
00vTsZ3idiC-JMD,4443,Dec-17,117
00VZV4qZ92r,6834,Oct-09,118
00WzsfF1h8gcA,2536,May-11,119
00xOD7nIP Rux_3b2l,6892,Oct-00,120
00y451vW85sm6Mi,9250,Nov-18,121
00Z2nr0LPvTca,9097,Jun-09,122
00z9vMLUKsAT,1449,Mar-10,123
00zR7t-gRm-,4070,May-11,124
01 cUs0EdKVpXVLp E,4394,Jun-08,125
01 JTT43G,8814,Mar-21,126
014fg7D0xC7FRQd,8980,Jan-04,127
01aCnhf,3327,Mar-16,128
01Adg67i7,3798,May-02,129
01bHpB iD 2PRVkcn-,8043,Jun-13,130
01ctq0a,4509,Oct-09,131
01d0YsttQNT,7162,Jan-10,132
01eScQTOyxVjW0Ev,2500,Jan-20,133
01fUBo1tkPT_6vLn69,3124,Sep-08,134
01gboXyXaW tlIv,818,Jun-10,135
01GUEJ6s5IHDm,153,Feb-09,136
01gwA6B8RT i7KPfqZ,9746,Oct-17,137
01HOOnxCf3MtEjWQ,4054,Feb-02,138
01ImVP1h2 d2e_L,9377,Nov-20,139
01j4HyGel7D,7776,May-07,140
01JOTGkDRn1g1xIt,7531,Dec-00,141
01laMgYMMOQOMn,8333,Jun-21,142
01LvYosEuC,2058,Apr-14,143
01N2HBSf IVA,7021,Dec-03,144
01nHuT2,1861,Feb-09,145
01NJ 7X9t6ggB,833,Dec-19,146
01OI pl8,6935,Aug-17,147
01OiTV4Vo-5IeA6I,4443,Sep-13,148
01r1RaFKtCJX44j,1038,Mar-05,149
01r4APs6,8314,Apr-17,150
01r4ELO0d2DD9zbM,7936,Aug-15,151
01SVqzgKuUkPBbwGro,8162,Nov-07,152
01T4lGt BRof,6376,Nov-08,153
01wgatKYSwivneT-N,564,Nov-14,154
01wZL-1OjP2swFCGS_,6005,Nov-06,155
01Y xwmTrC20ip,7820,Jun-19,156
01zg7s0I,3809,Mar-03,157
02-yHR_JlPkQqruoJk,3066,Nov-17,158
022akOIh,9549,May-09,159
028430s_I,3466,Apr-04,160
028oz064Jk,358,Oct-02,161
02a-PQGZiMWTrB,3384,Nov-22,162
02ALW9QjnRQ,3090,Oct-02,163
02aTb jfOPw5j,9851,Jun-14,164
02CdTseVTzcLXD,9007,Dec-20,165
02CvAoX2r5i,6409,Aug-23,166
02DihlRCz ,589,Jul-15,167
02EQyPyWkP-WV,6210,Feb-01,168
02eSgZHPLS,6555,Sep-09,169
02FEWC4SYYwxN7b,7772,Feb-20,170
02fyPDRr_GZ053OM7,347,Feb-13,171
02HPr-4u_GYd,2177,Mar-18,172
02khN96OXPYXANIS,9048,Jul-05,173
02kVPBzvTnx,9535,Jun-17,174
02NIou HzG7,8417,May-15,175
02nZPXTHhbb14yi,6142,Oct-14,176
02OMCvvgmqgr_wXq9h,8754,Oct-07,177
02OoLqIWwmn0kf,5029,Jan-16,178
02P76D-YPyLjN,7170,Jun-18,179
02pwaPWV9R  WAWhR,4714,Feb-19,180
02qsTKte,6288,Sep-06,181
02Ra8Mm,2277,Mar-06,182
02SV3oCv,7601,Oct-19,183
02SwbG6,190,Jun-21,184
02U-ojAn Uwd,7842,Aug-00,185
02wNcKPy8ehdth,8635,Jun-09,186
02Zde6Uc 0dq3J3Cx,9178,Aug-07,187
03_V Vyflj9,8466,Jan-13,188
030CjSYt3,8562,Oct-14,189
034Vh1VuHFqiKtsh,8352,Jul-17,190
036aBmdb H,2100,Oct-22,191
037DDN4Ez0qTwYa,6858,Jun-16,192
039LmA74t77f,9013,May-02,193
03AemiNW,5380,Apr-01,194
03ahy2WBRaS6pE Vr,5599,May-09,195
03bHza8F,3809,Aug-10,196
03bP wELSMaBRt1r3V,758,Apr-11,197
03D9601mE,3505,Jul-01,198
03DRY0quT,3724,Jun-16,199
03EnQfQpgztjfoZX,5608,Apr-08,200
03Gcn5ZN7_Vwe7EL,9485,Nov-05,201
03JgC3vB1S,6090,Dec-13,202
03Klx-XvzlhP,7061,Jan-22,203
03LFfMWu,7006,Nov-17,204
03llEbF,2391,Jul-10,205
03MchNQSidIll,250,May-00,206
03oUam6,3823,Jun-10,207
03pjZJ93WRV--U,9756,Mar-18,208
03pnHPnwdBGrAfE,9372,Mar-08,209
03PxcW3vlgs4ry,39,Dec-11,210
03Re8sGKKmA,9167,Dec-23,211
03RfllSJ,4687,Dec-05,212
03Sr1MiOj,4933,Jan-08,213
03tAYDQHx5,3904,Mar-07,214
03V-AK8huy-r,5863,Feb-16,215
03VqxWB2O,9114,Mar-07,216
03vsF6wG,6774,Jun-17,217
03wxAkHx9O,4507,Jul-22,218
03xyxxu8bhL,250,Jan-21,219
03YEsbmVi,1100,Aug-05,220
03yOPya8w3L6Mh,6030,Feb-06,221
03ZWbpq6_BDc,6414,Jun-22,222
04_6LjVwZamM,9522,Nov-20,223
040UAOm8T,9445,Mar-03,224
041Pye4ird,9368,Feb-20,225
043bbSvUhftBj3W,2136,Mar-00,226
044EbUI4,4426,Oct-11,227
045bwGhKe6,6044,Jul-00,228
046a6d23TuZl99B,1784,Jul-18,229
048 Puci,9222,Mar-21,230
04830HzyAmkDPwn,4863,May-07,231
04BhdJNY,823,Sep-16,232
04dGIJo7,9117,Jan-22,233
04EOLZk_b6a8gQlH,548,Sep-05,234
04Ezzj_cy94p4cM,8027,Feb-17,235
04gLxEnSg -T5pUEC-,210,Nov-10,236
04gxNbRK,7040,May-15,237
04HkQzuOB,3617,Oct-23,238
04jbZgjaBzrC0B,2537,Mar-07,239
04lq60UfXJzq0oN,8804,Jul-14,240
04lxK_8aNR,1325,Mar-10,241
04mjXexT Y_Aw,7630,Dec-08,242
04pksqXVap7sgJDuvr,2998,Mar-09,243
04RVZrE6Y0Kv6,2308,Oct-05,244
04UhBgEMIBJp,5933,Jun-18,245
04UUq7HHx,7924,Jan-17,246
04VYitOQ09r9,7198,Jan-08,247
04x6 6wUtOI,7447,Nov-03,248
04XxTG5utv4yXCIkVg,3708,Sep-10,249
04ZGpHW7Ei,9396,Aug-20,250
05 0FLaYjjhUBao,6681,Oct-05,251
05 Rbek6xk,389,Feb-18,252
05_HYkYUwyDLHXgJ,4130,Oct-17,253
05_ibslvn,4305,Apr-13,254
05_TG1K_cd,1789,Dec-14,255
051jL bksh2S,2029,Feb-22,256
052QQ3TV,8686,Nov-03,257
05807OQuZ1,4686,Jun-22,258
05DTmsUSftzMa6eAfa,9996,May-21,259
05euNygAB0TH,1255,Feb-05,260
05fWL65CxUUV3MMeNs,3805,Mar-17,261
05i2h2RcS2ILee,1710,Apr-17,262
05jBbSz96o,9217,Jul-10,263
05JCD8KPY_f,8044,Oct-21,264
05kje5IOtu_JcYDvDY,1994,Aug-20,265
05kjTnD1l,6330,May-11,266
05kpkO647Ew,8017,Sep-11,267
05ls7zYyI ,7097,Dec-19,268
05mBaAE8TOw8eBDC,63,Jan-07,269
05MGPEry_5_ulQALmW,6723,Sep-01,270
05mijJ4CxTpNHIl,5391,Oct-09,271
05N FgccEsr0,930,Sep-09,272
05Nk2C9j,7241,Feb-06,273
05OCsEy4,5302,Apr-02,274
05rKnG,8124,Jun-17,275
05s3 jq8c2lpohoUi,4957,Apr-20,276
05UQr8xg8,2877,Feb-08,277
05VqP6I7r,929,Feb-13,278
05w8CeMdr,8668,Jun-00,279
05XAXGwW,7296,May-11,280
05xBaSfTpI8fYfj,8451,Jun-18,281
05XFT1xtXi,7862,Sep-17,282
05Y fu,8362,Jun-17,283
06 _pxDyU,1736,Mar-18,284
061hErTsY4FDJIM,99,Feb-07,285
063OJKUYV_baOlDuB,7133,Feb-07,286
063urHf8FYmYLJNC,9505,Jul-02,287
064G2b,2956,Jun-17,288
065cUi_1dW_i,9313,Mar-17,289
065LIq8,1983,Jul-17,290
066-bMXb,8581,Mar-11,291
068tP41D,9894,Jun-01,292
06DfzaQ59NsR,2102,Jun-05,293
06Is1x_5ybB0,9910,Sep-01,294
06KG8c9z,1380,Sep-22,295
06kmHwt5eKuLB,1311,Apr-19,296
06M0ZTE,456,Feb-17,297
06mjFBYS,2004,Jan-18,298
06NCsK1uO9nqmI,1366,Feb-13,299
06njAFWT-cm3R,7180,May-02,300
06o8KFVakNvmzSyyN,4229,Oct-03,301
06OKv fI_ID,2728,May-07,302
06PbN0VlrZKg10,2687,Jun-05,303
06pmYAQbIw,986,Apr-19,304
06PstAtGnWuRc2,1940,Sep-14,305
06PX aD24Ow5,7029,Oct-12,306
06qbWTSzz2O8p6,3107,Dec-17,307
06qhASJjei,4337,Nov-16,308
06snxTYhQ5a_oFQWv,9764,Sep-11,309
06txwJa_MX,647,Jul-05,310
06U23R JV,8118,Apr-19,311
06UED6hUAS,3902,Feb-05,312
06VnLNIexks1zscWE,5287,Mar-16,313
06Wt8sNnISBlP3glXL,2586,Jun-14,314
06Z6UlI,7838,Sep-01,315
06ziy8Shi WUrJknMi,4803,Feb-21,316
07 8GLm7,9285,Feb-22,317
07 QEvvAHAPvN _,2481,Jan-12,318
073TyeX_SCRTcC,7692,Apr-06,319
0741jaupYgdrg,8469,Jan-14,320
074tPw6-huZpX38fB,873,Apr-02,321
0777nfW9g0o8_riC,8179,Mar-11,322
078 4gr0G7yo4xv5P,7901,Jul-23,323
078jpbemw-4UQ,5527,Feb-10,324
07BfhhB,8888,Dec-03,325
07d7Ks4D1luM,8091,Sep-00,326
07dU97GTVDd4wGDJO,4951,Jul-01,327
07e0T1U,4581,Apr-09,328
07eIZdACRuYaUTxr,7979,May-21,329
07gJHNevbozgwq5,9407,May-17,330
07hcLdu7v5Y,4150,Oct-16,331
07icZn7s7jS,9830,May-13,332
07JGW_aq2G wJZq1s,3338,Jun-14,333
07jZoWeN7,4735,Jun-02,334
07Ky4yVCUj-S,5132,Jul-05,335
07MVdrb-0dvL wUYg,350,Aug-05,336
07Ned-S4,8296,Jun-01,337
07PRHKIhUXiZ7,215,Dec-00,338
07ruFqHd5pLcp,5723,Oct-14,339
07svqwIj4mzJJ68t,5617,Mar-08,340
07Vjv78d2,9256,Aug-16,341
07XJDBV76,5204,Jul-09,342
07Y0Ps0cgcm7nQEf,465,Oct-03,343
07ybzdPp3,7794,Sep-00,344
07yXucszdlLg,2173,Jun-07,345
07yZppfW2PXFjbMZe,5676,Feb-13,346
07ZztbJ MLG4Bn,4037,Oct-20,347
08-s5RV9zu9Pt,9803,Feb-01,348
080uZf4NS9jHQYfI,7471,Jan-17,349
0812rNkRiz38Qj2ul,4915,Oct-02,350
082TKL5n2PjZY,7961,May-05,351
0833WZZ,7428,Jul-18,352
087m24TTo,778,Dec-07,353
087ZvJpK _8,4665,Jul-18,354
08C4BYqBygN,8985,Jul-16,355
08C9W7j5YY40yp ,2214,Apr-09,356
08CenJw,1139,Sep-09,357
08dEVvuh5KLccN5,3017,Oct-07,358
08eylJX9NvYhR,764,Feb-16,359
08fN-jDmNpjVkLlUcv,2334,May-19,360
08ggb83kdPKQcEo8I,4467,Mar-10,361
08GP3yvWynuKb,1106,Aug-08,362
08H9nchZ,6631,May-07,363
08ibikqpc-SzE8Ugi2,2982,Apr-20,364
08iH40,3173,Sep-06,365
08ihM32SfE4AK,4117,Mar-23,366
08Il8KvMGqn5DI,7902,Jan-08,367
08iWID0RQtC,9216,Apr-16,368
08JBASMh1E,4126,Dec-03,369
08JNIVQEmwVMGLmFa1,8759,May-06,370
08KmgF qT,6030,May-22,371
08P9h0AwR4WtJqpe,3620,Mar-11,372
08pRO7qps22o p,7552,Oct-14,373
08q3-M2aif Ln8r,4691,Jan-15,374
08r-YmmzD_7ko,7902,Apr-13,375
08sNNowx4iw,9237,Oct-00,376
08u-uE2wj,865,Nov-19,377
08vEEConYscfx2Pb,4270,Jan-06,378
08Vg8j6O,9409,Jul-04,379
08vtnSq,952,Jul-16,380
08wkcQSt8,3973,Jul-13,381
08X2zpIcLxDaEX,2685,Nov-08,382
08XTO1mtSh,7910,Sep-20,383
08y8uFVCVZ3Aw,9559,Dec-13,384
08YhC6i-,3194,Feb-17,385
08YhqW fOxqG,9819,Oct-08,386
08zJK0oflK5_dxL,9457,Aug-22,387
08ZO-Of_d,9075,Jul-23,388
09 2GgkQSWZHcyw6R,2082,Sep-04,389
09 wDf7K vS2CL,7219,Sep-17,390
090cPwss31 ou,7365,Oct-03,391
090Es6 V9 ,9194,Feb-02,392
090oCmkLgRez,5362,Sep-10,393
0927_2MKSDncYzcB,8687,Aug-06,394
09750mTGvretF,3728,Sep-11,395
097TGYliUO1BJyeju,5863,Jan-03,396
09avT9JXWAY,7395,Mar-18,397
09DsobHU2m6r,1782,Apr-17,398
09gAuL8GuS_mTw03K,6518,Jul-06,399
09k1a9UlpZT,9245,Mar-10,400
09KW0k73jB,7084,Aug-05,401
09m5xVdYQ,7342,Jul-11,402
09MECWAD mixDqW,9217,Dec-07,403
09mGsl2Jn0H8kzn,7775,Apr-03,404
09mZ E2aX0,6202,Aug-19,405
09NZqQPYlgB,2888,Apr-20,406
09O9ojy8 UgB,1342,Feb-18,407
09PBM_C-Y9tq-,4917,Apr-07,408
09pT5i4pW,2031,Jun-11,409
09ql0yYnv6-UBMqNTc,9276,Oct-09,410
09Qoa6gurjuQXW,8244,Mar-17,411
09r7HcZy3CAKBKoX,3116,Jul-20,412
09RQsD0VROmdvtt,5884,Jul-21,413
09RxV4hvr8OLbvSPx_,5664,Feb-20,414
09tbYPRWpgo,6799,Dec-20,415
09tDUq2k91Um_O,706,Nov-01,416
09U-O3x9jA6uMHiIUM,3329,Nov-11,417
09V01leb12WpqFNU1x,6311,Nov-02,418
09xho9AG-qK9Bj,9772,Apr-20,419
09Xqcwa6mOMBXR8,1830,Oct-10,420
09xV0wC0,2573,Jun-20,421
09yI9d0,6072,Dec-07,422
0a _hXzB7lYYKd12Fs,5364,Aug-21,423
0a_zZj0x,5828,Jul-19,424
0A-CjgTcPsKEN0z,5030,Feb-17,425
0a-xnU0hS7IJ5U6ZJn,2892,Jun-09,426
0A0XdvFo,2522,Mar-10,427
0A1N-H_g,465,May-14,428
0A4TMSbJsqT,8045,Apr-09,429
0A5-wRF y xL4,1306,Jul-04,430
0a6c9GJL,2706,May-13,431
0A9MXGdIT-k5h,6028,Aug-18,432
0a9VDDdZEg_BtBJwF,5888,Oct-17,433
0AA11Yfwx3sRsg fV,6863,Sep-19,434
0aAIcJ4K QKVmTz,6011,Feb-18,435
0aAmTIKFMye__FMJRG,1254,Mar-20,436
0aB-sq4hTUHHY,7735,Sep-10,437
0abvt6iAq6,675,Dec-16,438
0ACmKNbR-jF0JaFwU7,5385,Mar-20,439
0ACQe_Hg1IcfASeM,796,Aug-04,440
0aCSfYN45CnY3nVCv3,6142,Nov-13,441
0aDdRZtq9lvnu5P,2884,Dec-09,442
0AdxR5mtWSXYlpG,9917,Sep-19,443
0AfaA1P6pk8GG,1636,Jan-19,444
0AfVByAo5W,5417,Jan-08,445
0Ags4fo6alGoYuf5,4508,May-10,446
0AgSDsu1eGI,5955,Oct-16,447
0AgSqL-bNXYFhks,4840,Oct-00,448
0agyforcQi0,6897,May-16,449
0Aid9j9_N,7124,Jan-05,450
0AIIPHEBTTndY43K,6024,Aug-06,451
0aiwJEgyPMDL,460,Oct-11,452
0aJ1vmObY16PR,2566,Mar-03,453
0akLF_qo0u,9364,Dec-02,454
0alDi-xlqwCnI0Wh,298,Sep-16,455
0AlHn0EqIoKQKk8Fk0,438,May-16,456
0AlnIaZcG0q74WF,2910,Nov-01,457
0AMjzk3pI,9322,Sep-03,458
0an0W6Kc5zd,228,Mar-10,459
0aNGwyMzhroI,1121,May-10,460
0ANOJQM,4335,Dec-09,461
0aoZxAtehDjTi,2342,Feb-02,462
0ap5M9Ty,577,Sep-18,463
0AppgsC24AS,7111,Jul-20,464
0aptNXJypMT,3564,Mar-07,465
0aQqbso,3377,Nov-06,466
0ArQwGHib,5487,Mar-22,467
0ArsGR5Mo5nO,2756,Apr-02,468
0ASbAaVhU1QIFy6a5,5366,Aug-19,469
0AsJ4DQKJG7,8853,Dec-02,470
0AT_Kim2,7713,Apr-11,471
0aTCE1ay_g,3204,Aug-06,472
0AtF4j4Ros,7492,Sep-20,473
0ATr4U8BOUWQYpi,8594,Apr-04,474
0atuPRL7BrOP0-,5093,Feb-09,475
0Au__nvqVEPvGEh 6,7936,May-21,476
0auwWbBTQ2,7175,Feb-01,477
0awWjqXwme6,4569,Sep-22,478
0AXYSIq9ild,794,Jan-03,479
0aygvkLW-Vs_wAWk8I,2889,Sep-11,480
0AynWQ6rcrM,6442,Aug-02,481
0AZCsFH -Y,9148,Apr-04,482
0azoXqL,8599,Sep-20,483
0azyw-WtV,1373,Dec-21,484
0aZZJL4RihaZ7,838,Apr-22,485
0B fyIjoFmwvrUo0K,8812,Mar-19,486
0B_6xbbh4v,6922,Dec-13,487
0B_fPFByX9,4541,Mar-00,488
0b-gKgCcoXzJTaq,8268,Oct-04,489
0B1dmutx ,3508,Jun-17,490
0B1smSOIh6dq7Ci,5914,Nov-10,491
0B2AKau1psmCOf,3122,Jan-00,492
0bAkHLT412y4SF,9605,Mar-20,493
0BAP801D,2807,Aug-20,494
0Bb6_- Q,6653,Feb-03,495
0Bb8RTWLyd,9094,Jun-12,496
0Bbovz-X2YVs,8058,Sep-13,497
0bBZxvA,6339,Mar-18,498
0bCAdYi,7185,Dec-14,499
0bcbkil3aAC3bEBW_,2542,Mar-20,500
0BcLUyES3x,7924,Dec-22,501
0bcZIwaUS4r,3595,Dec-18,502
0BDMJ4kT3P7mM6HR,1495,Feb-16,503
0beQ0JY,2310,Dec-12,504
0bErr9ip,5932,May-00,505
0bf_-YLYYN,7709,Nov-04,506
0bfFFGtVTEik,8229,Jul-04,507
0Bfk7ejc5fNF,2735,Nov-01,508
0bg8tJIi8gXCJs9u_a,1958,Oct-08,509
0BgBNsNGVc37K,5649,Jul-05,510
0Bgi-7E,3625,Feb-06,511
0bh2ocvBYQrSU,4513,Apr-12,512
0bibGtp,9912,Dec-17,513
0BJ9IWwDqxghzi5,8589,Nov-12,514
0BjaPBuu13omFLEnm3,6876,Jul-03,515
0bJm0OS 4-LZu6R,3746,Jan-13,516
0bk3klgXbZ,5895,Mar-00,517
0bkW58rke4,1806,Jan-22,518
0Bl svAtM,8953,Sep-08,519
0bLW0YpKKaWVfdw,2288,Jun-18,520
0bMqRZVHLGUcfABF,6869,May-21,521
0bmzu-y3LfC1,1795,Apr-09,522
0bNkZ4P_OMc9,918,Nov-17,523
0bNubxVdz2mnbzl,2808,Jun-07,524
0BO_WOk-8BGXd2hu,4009,Feb-06,525
0bOnMys9Ai1OcdnQ,3016,Oct-22,526
0BOS5yxY7qX,5848,Aug-05,527
0bPNAAznbSStA,2054,Feb-07,528
0bPT 7Dm8wl2gd,340,Jun-10,529
0bPXV2BNkGlo,7220,Aug-20,530
0BqMz_gLsk,7014,Jun-13,531
0BRCXw6W9 ,4012,Apr-02,532
0bSosz0EK782XvegKK,4736,Jun-12,533
0BsSSgGH2U,8032,May-10,534
0bsUamf,8122,Sep-10,535
0bSWf_SLumuVJIz0,773,May-06,536
0BsWfDlgXbXuCB6lR,6790,Jul-13,537
0bTF69n2nypD_CrnYQ,3778,Jun-06,538
0btHYNIUgee2,2480,Feb-04,539
0BTpjAM7qm0GuwM,4750,May-10,540
0btsRwXKoDgyvbLA,9123,Jul-04,541
0BU7-jBH89kt,3852,Jul-18,542
0BugOxIYVt,1357,Aug-23,543
0BUKiSlXfpDrsp,9980,Sep-23,544
0buUFrfYL,646,Jul-05,545
0BUzwBN,726,Apr-12,546
0bw-XdR5Ii3SPo59,6685,Oct-06,547
0bwm9lkoibxYcYo,9053,Mar-16,548
0BwxY63,3859,Nov-04,549
0BwYQGreM,9419,Sep-22,550
0C 1sBY5KsQhCl-,223,Jan-11,551
0C_gqw_RDpr,1552,Nov-20,552
0C-syFmS,6968,Mar-15,553
0c-tmRA-N,4387,Dec-22,554
0C06uLA14,6657,Sep-00,555
0c2MF5rt8-bicydnRk,1145,Sep-02,556
0C2qQ93hDG8siBrP,7792,Oct-18,557
0c3SibW2Wa,5328,Apr-16,558
0c46HvMuz7a VlDRg,5970,May-10,559
0c4qH6JT-0s,5223,May-16,560
0C5E2dLjSC28,3165,Mar-21,561
0C63Y6p-D2fLo,1647,Jun-09,562
0c6wSqQd0mRxrNfHF,8569,Aug-21,563
0c6WvWsE9HZQ,7183,May-11,564
0c7t08T_CEo5Y 7Xx,4232,Nov-22,565
0c8em9NEoxrSrOb,4103,Apr-03,566
0c8Eq MwmPmQd,7673,Sep-06,567
0caqjMa,1556,Nov-19,568
0CaSpyFe0wsOYQuW,9727,Nov-12,569
0Cbi7IZc9,6594,Dec-14,570
0CCk-jP,3522,Oct-13,571
0ceAoqqoq-s,3227,Apr-18,572
0CICgVOFMMy9haL,7785,May-03,573
0CiXxz_JlJEsW2 PmW,4770,Oct-10,574
0ck4s1nye4u8C2,524,Apr-06,575
0CkDAjuqAPA,9968,Jun-14,576
0ckEDjEJg,2831,Jun-19,577
0CKPj3fs8,5764,Mar-18,578
0CKRgXIxoNE,1260,Jan-01,579
0CmYbO3pXR,8437,Feb-09,580
0cnYC9ybWo-Etp,7366,Dec-08,581
0cnzUtA4mhm,5674,Feb-22,582
0cOKP12H88IlmqKS-c,8731,May-02,583
0cOM23QqZN7Qofl8nU,918,Feb-08,584
0CP58gTYx2DJ,3513,Feb-20,585
0cp5dzNhf3R0yJfKbW,8220,Feb-17,586
0cp6zKqQZ,879,Nov-01,587
0cp8bsQOijEIKS,8772,Feb-19,588
0cqbZGD1,414,Jul-15,589
0CQOHIftp,6466,Jan-12,590
0crazPu-8uPz,5810,Oct-03,591
0cReKoI,4175,Apr-23,592
0Cs3CPO 1,6248,Jun-05,593
0cS6XcvvUUYwck1JAo,8586,Nov-05,594
0CsHc5q3 BU,149,Nov-06,595
0CT8YJ8,2709,Nov-21,596
0cTAnn1DVD23Jw,9954,Feb-14,597
0ctCnM_-AVpR,3910,Apr-12,598
0ctXWO2XbRT,1295,Jul-12,599
0CuPIhQugdX-Ds5x,5432,May-23,600
0cvJNsVaAuUZETA,974,Oct-01,601
0CvpQgB-o0,2783,Jan-07,602
0CWaomnT_vWdx7WLa,975,Jan-19,603
0cWDdLNcCP96e,3912,Mar-00,604
0CWZtgGRPXk,2155,May-14,605
0cx4Xf5EGc5g_nBa94,6145,Jan-05,606
